"index","age","marital","education"
3372,35,"married","tertiary"
3373,58,"divorced","tertiary"
3374,25,"single","tertiary"
3375,43,"married","secondary"
3376,29,"single","secondary"
3377,46,"single","primary"
3378,41,"married","primary"
3379,60,"married","unknown"
3380,47,"married","primary"
3381,60,"married","primary"
3382,33,"married","primary"
3383,34,"single","secondary"
3384,57,"married","unknown"
3385,42,"married","unknown"
3386,47,"married","secondary"
3387,33,"divorced","primary"
3388,43,"single","secondary"
3389,40,"single","tertiary"
3390,35,"single","secondary"
3391,26,"single","tertiary"
3392,53,"married","secondary"
3393,55,"married","secondary"
3394,46,"married","tertiary"
3395,24,"married","secondary"
3396,47,"married","secondary"
3397,41,"married","secondary"
3398,55,"divorced","primary"
3399,32,"married","secondary"
3400,30,"married","tertiary"
3401,54,"divorced","primary"
3402,41,"married","secondary"
3403,42,"single","tertiary"
3404,43,"married","secondary"
3405,54,"married","unknown"
3406,56,"married","tertiary"
3407,54,"divorced","secondary"
3408,30,"married","primary"
3409,53,"married","tertiary"
3410,45,"married","tertiary"
3411,41,"married","secondary"
3412,28,"married","secondary"
3413,58,"divorced","secondary"
3414,57,"married","primary"
3415,54,"married","unknown"
3416,39,"divorced","secondary"
3417,41,"married","tertiary"
3418,60,"married","unknown"
3419,42,"married","tertiary"
3420,47,"married","secondary"
3421,41,"divorced","tertiary"
3422,46,"married","secondary"
3423,45,"single","tertiary"
3424,48,"single","primary"
3425,57,"married","secondary"
3426,54,"divorced","primary"
3427,30,"married","secondary"
3428,41,"single","tertiary"
3429,46,"married","primary"
3430,35,"single","primary"
3431,28,"single","primary"
3432,58,"divorced","tertiary"
3433,35,"divorced","tertiary"
3434,25,"single","tertiary"
3435,56,"married","secondary"
3436,41,"single","secondary"
3437,44,"married","secondary"
3560,57,"divorced","primary"
3438,36,"married","secondary"
3439,41,"married","secondary"
3440,58,"married","secondary"
3441,46,"married","secondary"
3442,42,"married","secondary"
3443,58,"married","unknown"
3444,53,"married","secondary"
3445,51,"married","secondary"
3446,38,"married","secondary"
3447,54,"married","primary"
3448,46,"single","tertiary"
3449,39,"divorced","tertiary"
3450,22,"single","secondary"
3451,47,"divorced","primary"
3452,34,"divorced","secondary"
3453,42,"married","secondary"
3454,44,"married","tertiary"
3455,45,"married","secondary"
3456,38,"married","secondary"
3457,46,"married","primary"
3458,34,"married","secondary"
3459,41,"divorced","secondary"
3460,27,"single","primary"
3461,56,"married","secondary"
3462,43,"married","tertiary"
3463,34,"married","unknown"
3464,25,"single","secondary"
3465,35,"married","primary"
3466,46,"married","unknown"
3467,32,"single","secondary"
3468,55,"married","secondary"
3469,40,"married","secondary"
3470,43,"married","tertiary"
3471,41,"married","tertiary"
3472,33,"single","primary"
3473,32,"single","secondary"
3474,39,"married","primary"
3475,42,"divorced","tertiary"
3476,33,"single","secondary"
3477,32,"married","secondary"
3478,46,"married","primary"
3479,42,"married","secondary"
3480,39,"married","secondary"
3481,43,"divorced","primary"
3482,33,"single","tertiary"
3483,59,"married","tertiary"
3484,48,"married","tertiary"
3485,31,"married","primary"
3486,47,"divorced","tertiary"
3487,54,"divorced","secondary"
3488,48,"married","primary"
3489,33,"divorced","tertiary"
3490,27,"married","secondary"
3491,47,"married","secondary"
3492,56,"single","primary"
3493,26,"single","secondary"
3494,55,"married","unknown"
3495,33,"married","secondary"
3496,52,"married","unknown"
3497,60,"single","primary"
3498,50,"married","tertiary"
3499,43,"married","secondary"
3500,29,"married","tertiary"
3501,54,"married","primary"
3502,30,"divorced","secondary"
3503,50,"married","tertiary"
3504,48,"married","secondary"
3505,55,"divorced","secondary"
3506,56,"divorced","secondary"
3507,48,"married","unknown"
3508,36,"single","secondary"
3509,41,"divorced","primary"
3510,30,"single","tertiary"
3511,59,"single","secondary"
3512,27,"single","secondary"
3513,55,"married","unknown"
3514,45,"married","secondary"
3515,58,"married","primary"
3516,44,"married","secondary"
3517,43,"married","primary"
3518,59,"married","primary"
3519,41,"married","primary"
3520,43,"married","primary"
3521,49,"single","secondary"
3522,44,"married","primary"
3523,48,"married","primary"
3524,40,"married","primary"
3525,43,"single","secondary"
3526,26,"married","primary"
3527,46,"married","secondary"
3528,58,"married","secondary"
3529,53,"married","secondary"
3530,56,"married","secondary"
3531,43,"married","primary"
3532,36,"single","primary"
3533,34,"married","unknown"
3534,51,"married","secondary"
3535,51,"married","primary"
3536,45,"married","primary"
3537,54,"married","primary"
3538,42,"married","secondary"
3539,53,"married","secondary"
3540,35,"single","primary"
3541,49,"married","tertiary"
3542,55,"married","secondary"
3543,31,"single","secondary"
3544,52,"married","secondary"
3545,50,"married","primary"
3546,32,"married","secondary"
3547,34,"married","secondary"
3548,42,"single","secondary"
3549,33,"single","secondary"
3550,43,"married","tertiary"
3551,31,"divorced","secondary"
3552,25,"single","secondary"
3553,49,"married","secondary"
3554,56,"married","secondary"
3555,43,"married","primary"
3556,41,"married","secondary"
3557,46,"married","secondary"
3558,60,"single","tertiary"
3559,48,"married","primary"
3561,42,"married","primary"
3562,50,"married","secondary"
3563,36,"married","tertiary"
3564,44,"married","secondary"
3565,40,"married","primary"
3566,55,"married","secondary"
3567,24,"single","primary"
3568,52,"married","primary"
3569,49,"married","secondary"
3570,30,"married","secondary"
3571,32,"single","secondary"
3572,46,"divorced","secondary"
3573,36,"married","secondary"
3574,44,"divorced","secondary"
3575,48,"married","primary"
3576,49,"married","secondary"
3577,44,"married","primary"
3578,23,"single","secondary"
3579,45,"divorced","primary"
3580,54,"single","tertiary"
3581,43,"married","tertiary"
3582,44,"married","primary"
3583,52,"married","primary"
3584,37,"married","secondary"
3585,53,"single","tertiary"
3586,31,"married","secondary"
3587,56,"married","primary"
3588,40,"married","primary"
3589,58,"married","tertiary"
3590,42,"married","primary"
3591,59,"divorced","secondary"
3592,45,"married","secondary"
3593,53,"married","secondary"
3594,55,"married","tertiary"
3595,60,"married","secondary"
3596,48,"married","primary"
3597,43,"single","secondary"
3598,47,"married","secondary"
3599,33,"married","secondary"
3600,37,"married","secondary"
3601,60,"divorced","primary"
3602,52,"married","secondary"
3603,31,"single","secondary"
3604,31,"single","primary"
3605,53,"married","secondary"
3606,45,"married","secondary"
3607,56,"married","secondary"
3608,36,"married","secondary"
3609,40,"married","secondary"
3610,42,"married","primary"
3611,52,"married","secondary"
3612,46,"divorced","tertiary"
3613,59,"divorced","secondary"
3614,41,"married","secondary"
3615,61,"married","secondary"
3616,57,"married","tertiary"
3617,32,"single","secondary"
3618,55,"single","tertiary"
3619,54,"married","secondary"
3620,55,"married","secondary"
3621,31,"married","unknown"
3622,43,"married","primary"
3623,49,"married","unknown"
3624,31,"single","secondary"
3625,34,"married","secondary"
3626,31,"single","tertiary"
3627,23,"single","secondary"
3628,35,"single","tertiary"
3629,43,"married","primary"
3630,31,"single","tertiary"
3631,45,"married","secondary"
3632,29,"married","secondary"
3633,27,"married","secondary"
3634,52,"married","primary"
3635,58,"married","tertiary"
3636,39,"single","primary"
3637,52,"divorced","secondary"
3638,60,"married","primary"
3639,52,"married","secondary"
3640,45,"married","secondary"
3641,58,"married","primary"
3642,56,"married","tertiary"
3643,51,"married","secondary"
3644,50,"married","secondary"
3645,39,"married","tertiary"
3646,58,"divorced","tertiary"
3647,51,"single","secondary"
3648,45,"married","primary"
3649,41,"single","tertiary"
3650,28,"single","primary"
3651,51,"married","unknown"
3652,45,"married","unknown"
3653,46,"married","secondary"
3654,43,"single","secondary"
3655,53,"married","secondary"
3656,50,"divorced","secondary"
3657,55,"married","secondary"
3658,52,"married","primary"
3659,53,"married","primary"
3660,51,"married","secondary"
3661,31,"single","secondary"
3662,41,"single","secondary"
3663,39,"married","primary"
3664,60,"divorced","secondary"
3665,39,"married","unknown"
3666,41,"married","secondary"
3667,36,"married","secondary"
3668,40,"single","secondary"
3669,29,"married","secondary"
3670,32,"married","secondary"
3671,45,"divorced","primary"
3672,32,"divorced","secondary"
3673,31,"single","secondary"
3674,58,"divorced","primary"
3675,40,"married","secondary"
3676,40,"married","primary"
3677,36,"single","unknown"
3678,40,"married","secondary"
3679,35,"single","tertiary"
3680,39,"married","primary"
3681,39,"married","tertiary"
3682,30,"single","tertiary"
3683,57,"married","tertiary"
3684,60,"married","secondary"
3685,55,"married","secondary"
3686,40,"married","secondary"
3687,27,"single","tertiary"
3688,40,"married","secondary"
3689,28,"married","tertiary"
3690,32,"married","tertiary"
3691,53,"single","secondary"
3692,29,"single","secondary"
3693,29,"single","tertiary"
3694,45,"married","unknown"
3695,32,"married","secondary"
3696,47,"married","secondary"
3697,40,"married","secondary"
3698,33,"single","secondary"
3699,55,"married","primary"
3700,31,"single","secondary"
3701,33,"married","tertiary"
3702,42,"divorced","secondary"
3703,31,"divorced","tertiary"
3704,41,"married","unknown"
3705,43,"single","secondary"
3706,36,"married","secondary"
3707,48,"married","tertiary"
3708,31,"single","tertiary"
3709,45,"married","secondary"
3710,43,"married","secondary"
3711,42,"divorced","secondary"
3712,40,"married","secondary"
3713,29,"married","secondary"
3714,26,"married","secondary"
3715,53,"married","secondary"
3716,31,"divorced","secondary"
3717,25,"married","secondary"
3718,26,"single","secondary"
3719,36,"single","secondary"
3720,43,"divorced","secondary"
3721,45,"divorced","secondary"
3722,56,"divorced","tertiary"
3723,51,"married","secondary"
3724,47,"married","primary"
3725,44,"married","primary"
3726,31,"married","secondary"
3727,46,"married","secondary"
3728,32,"single","tertiary"
3729,31,"married","secondary"
3730,45,"married","primary"
3731,31,"single","secondary"
3732,40,"married","secondary"
3733,43,"married","unknown"
3734,26,"single","primary"
3735,29,"married","tertiary"
3736,30,"single","secondary"
3737,39,"married","tertiary"
3738,51,"married","primary"
3739,58,"married","primary"
3740,44,"married","tertiary"
3741,49,"married","secondary"
3742,30,"married","secondary"
3743,38,"married","secondary"
3744,40,"married","secondary"
3745,34,"married","tertiary"
3746,41,"married","tertiary"
3747,37,"single","tertiary"
3748,32,"divorced","secondary"
3749,31,"married","secondary"
3750,38,"single","unknown"
3751,34,"married","tertiary"
3752,42,"married","secondary"
3753,27,"married","secondary"
3754,35,"married","secondary"
3755,43,"single","secondary"
3756,29,"single","secondary"
3757,33,"divorced","secondary"
3758,57,"divorced","secondary"
3759,50,"married","secondary"
3760,28,"single","secondary"
3761,45,"divorced","secondary"
3762,33,"divorced","secondary"
3763,24,"married","secondary"
3764,34,"single","secondary"
3765,23,"married","tertiary"
3766,59,"married","primary"
3767,40,"single","secondary"
3768,44,"married","primary"
3769,33,"married","secondary"
3770,29,"single","secondary"
3771,39,"married","primary"
3772,36,"divorced","tertiary"
3773,34,"divorced","secondary"
3774,35,"married","secondary"
3775,47,"married","primary"
3776,40,"married","secondary"
3777,30,"married","secondary"
3778,27,"married","secondary"
3779,40,"divorced","secondary"
3780,26,"divorced","secondary"
3781,46,"married","tertiary"
3782,43,"married","secondary"
3783,36,"single","tertiary"
3784,32,"married","secondary"
3785,47,"divorced","secondary"
3786,29,"single","secondary"
3787,36,"married","tertiary"
3788,33,"single","secondary"
3789,57,"married","secondary"
3790,30,"single","secondary"
3791,59,"divorced","secondary"
3792,32,"married","primary"
3793,56,"married","secondary"
3794,25,"married","secondary"
3795,30,"single","unknown"
3796,32,"single","secondary"
3797,30,"married","secondary"
3798,45,"married","secondary"
3799,47,"married","secondary"
3800,25,"single","secondary"
3801,28,"married","primary"
3802,30,"single","secondary"
3803,28,"married","tertiary"
3804,27,"single","secondary"
3805,32,"married","secondary"
3806,32,"single","tertiary"
3807,40,"married","tertiary"
3808,29,"single","primary"
3809,38,"married","secondary"
3810,37,"single","primary"
3811,22,"single","secondary"
3812,23,"single","secondary"
3813,30,"single","secondary"
3814,27,"single","primary"
3815,31,"married","secondary"
3816,26,"single","secondary"
3817,36,"divorced","secondary"
3818,29,"single","secondary"
3819,37,"divorced","secondary"
3820,39,"married","primary"
3821,38,"married","primary"
3822,27,"married","secondary"
3823,58,"married","primary"
3824,36,"married","secondary"
3825,24,"single","secondary"
3826,25,"single","secondary"
3827,43,"married","secondary"
3828,38,"married","primary"
3829,40,"married","primary"
3830,33,"single","secondary"
3831,35,"married","secondary"
3832,46,"married","primary"
3833,30,"single","tertiary"
3834,24,"single","secondary"
3835,24,"single","secondary"
3836,45,"married","tertiary"
3837,45,"married","primary"
3838,53,"single","secondary"
3839,34,"single","tertiary"
3840,24,"married","primary"
3841,57,"married","primary"
3842,55,"married","primary"
3843,52,"single","secondary"
3844,54,"divorced","secondary"
3845,29,"single","primary"
3846,23,"single","secondary"
3847,24,"single","secondary"
3848,59,"married","secondary"
3849,37,"single","unknown"
3850,40,"married","secondary"
3851,54,"divorced","tertiary"
3852,35,"married","secondary"
3853,56,"married","primary"
3854,28,"married","secondary"
3855,32,"single","secondary"
3856,40,"divorced","tertiary"
3857,32,"single","primary"
3858,41,"married","primary"
3859,55,"married","primary"
3860,52,"married","secondary"
3861,58,"divorced","secondary"
3862,29,"single","tertiary"
3863,44,"divorced","unknown"
3864,53,"married","primary"
3865,44,"married","secondary"
3866,41,"married","secondary"
3867,44,"married","secondary"
3868,38,"married","tertiary"
3869,27,"single","tertiary"
3870,44,"married","secondary"
3871,45,"single","secondary"
3872,30,"single","secondary"
3873,47,"married","tertiary"
3874,54,"married","primary"
3875,29,"single","secondary"
3876,50,"divorced","secondary"
3877,32,"single","secondary"
3878,57,"married","tertiary"
3879,51,"married","primary"
3880,32,"single","secondary"
3881,27,"single","tertiary"
3882,41,"married","secondary"
3883,53,"married","secondary"
3884,29,"single","secondary"
3885,28,"married","tertiary"
3886,27,"single","tertiary"
3887,49,"married","secondary"
3888,44,"married","primary"
3889,32,"single","tertiary"
3890,56,"married","unknown"
3891,34,"single","primary"
3892,43,"married","primary"
3893,41,"divorced","tertiary"
3894,41,"married","tertiary"
3895,47,"married","primary"
3896,33,"married","secondary"
3897,47,"married","secondary"
3898,46,"divorced","tertiary"
3899,46,"married","secondary"
3900,30,"married","secondary"
3901,41,"single","secondary"
3902,30,"married","secondary"
3903,56,"divorced","secondary"
3904,40,"married","primary"
3905,47,"married","secondary"
3906,36,"single","tertiary"
3907,60,"married","primary"
3908,34,"married","secondary"
3909,44,"married","secondary"
3910,29,"married","secondary"
3911,48,"married","secondary"
3912,55,"married","unknown"
3913,60,"married","tertiary"
3914,29,"single","tertiary"
3915,30,"single","tertiary"
3916,35,"single","primary"
3917,37,"single","secondary"
3918,42,"married","secondary"
3919,34,"married","secondary"
3920,50,"single","tertiary"
3921,27,"single","secondary"
3922,45,"single","tertiary"
3923,50,"divorced","tertiary"
3924,43,"married","secondary"
3925,32,"divorced","secondary"
3926,55,"single","tertiary"
3927,40,"single","secondary"
3928,56,"married","tertiary"
3929,21,"single","secondary"
3930,27,"married","tertiary"
3931,24,"single","secondary"
3932,25,"single","secondary"
3933,41,"married","primary"
3934,49,"divorced","secondary"
3935,44,"married","tertiary"
3936,42,"married","secondary"
3937,45,"married","primary"
3938,48,"married","unknown"
3939,51,"married","secondary"
3940,33,"married","secondary"
3941,32,"married","primary"
3942,41,"married","secondary"
3943,29,"married","tertiary"
3944,49,"divorced","tertiary"
3945,49,"divorced","secondary"
3946,25,"single","secondary"
3947,33,"single","secondary"
3948,50,"married","primary"
3949,50,"married","secondary"
3950,40,"single","secondary"
3951,32,"married","primary"
3952,43,"divorced","primary"
3953,24,"single","secondary"
3954,49,"married","primary"
3955,36,"married","tertiary"
3956,42,"married","unknown"
3957,31,"single","secondary"
3958,30,"single","secondary"
3959,46,"married","tertiary"
3960,35,"single","secondary"
3961,44,"married","secondary"
3962,33,"married","tertiary"
3963,42,"married","primary"
3964,39,"single","secondary"
3965,41,"single","primary"
3966,58,"married","secondary"
3967,40,"married","secondary"
3968,37,"married","secondary"
3969,45,"married","primary"
3970,49,"married","primary"
3971,35,"married","primary"
3972,28,"single","secondary"
3973,32,"single","tertiary"
3974,45,"married","secondary"
3975,44,"single","secondary"
3976,55,"married","primary"
3977,37,"single","secondary"
3978,28,"single","secondary"
3979,43,"single","tertiary"
3980,35,"single","secondary"
3981,30,"single","tertiary"
3982,54,"single","tertiary"
3983,34,"divorced","tertiary"
3984,30,"single","secondary"
3985,46,"married","unknown"
3986,52,"married","primary"
3987,44,"married","primary"
3988,36,"married","secondary"
3989,44,"divorced","secondary"
3990,44,"married","primary"
3991,24,"single","secondary"
3992,56,"married","primary"
3993,41,"divorced","secondary"
3994,51,"married","tertiary"
3995,53,"married","secondary"
3996,41,"single","primary"
3997,26,"single","primary"
3998,53,"married","tertiary"
3999,30,"single","secondary"
4000,27,"single","unknown"
4001,32,"single","secondary"
4002,40,"married","secondary"
4003,55,"married","secondary"
4004,35,"single","secondary"
4005,32,"single","secondary"
4006,57,"married","unknown"
4007,32,"married","primary"
4008,55,"married","tertiary"
4009,43,"married","secondary"
4010,42,"married","secondary"
4011,27,"single","tertiary"
4012,36,"married","secondary"
4013,32,"married","secondary"
4014,53,"divorced","secondary"
4015,34,"married","secondary"
4016,23,"single","secondary"
4017,31,"single","tertiary"
4018,46,"married","secondary"
4019,31,"married","secondary"
4020,42,"married","tertiary"
4021,52,"married","secondary"
4022,38,"married","primary"
4023,38,"single","primary"
4024,60,"married","primary"
4025,42,"single","tertiary"
4026,30,"married","secondary"
4027,53,"divorced","tertiary"
4028,35,"single","secondary"
4029,45,"married","secondary"
4030,57,"married","primary"
4031,41,"married","primary"
4032,44,"married","primary"
4033,56,"married","unknown"
4034,46,"married","secondary"
4035,34,"married","primary"
4036,51,"divorced","primary"
4037,27,"single","secondary"
4038,31,"single","secondary"
4039,51,"married","tertiary"
4040,25,"single","tertiary"
4041,48,"married","unknown"
4042,37,"single","secondary"
4043,35,"married","primary"
4044,58,"married","tertiary"
4045,47,"married","unknown"
4046,58,"married","primary"
4047,36,"married","secondary"
4048,38,"married","secondary"
4049,27,"single","secondary"
4050,44,"married","primary"
4051,47,"single","secondary"
4052,26,"single","secondary"
4053,29,"single","secondary"
4054,60,"divorced","tertiary"
4055,37,"single","secondary"
4056,35,"married","secondary"
4057,44,"married","secondary"
4058,50,"divorced","primary"
4059,41,"married","primary"
4060,26,"divorced","secondary"
4061,43,"married","primary"
4062,46,"married","primary"
4063,54,"married","secondary"
4064,46,"married","tertiary"
4065,46,"married","primary"
4066,55,"married","secondary"
4067,45,"married","secondary"
4068,58,"married","primary"
4069,48,"married","tertiary"
4070,38,"married","secondary"
4071,57,"divorced","primary"
4072,54,"divorced","primary"
4073,40,"single","tertiary"
4074,44,"married","secondary"
4075,55,"married","secondary"
4076,40,"single","unknown"
4077,42,"divorced","tertiary"
4078,48,"married","secondary"
4079,52,"divorced","secondary"
4080,31,"married","secondary"
4081,60,"married","secondary"
4082,51,"married","primary"
4083,50,"divorced","secondary"
4084,44,"married","secondary"
4085,33,"married","secondary"
4086,43,"married","secondary"
4087,46,"divorced","secondary"
4088,43,"married","secondary"
4089,50,"divorced","secondary"
4090,41,"single","secondary"
4091,50,"married","secondary"
4092,50,"divorced","secondary"
4093,40,"married","secondary"
4094,30,"single","primary"
4095,44,"married","secondary"
4096,51,"single","secondary"
4097,40,"married","primary"
4098,38,"married","primary"
4099,52,"married","secondary"
4100,49,"married","secondary"
4101,44,"divorced","secondary"
4102,39,"married","tertiary"
4103,43,"single","secondary"
4104,32,"married","secondary"
4105,55,"divorced","unknown"
4106,55,"married","secondary"
4107,42,"divorced","secondary"
4108,26,"single","tertiary"
4109,54,"married","secondary"
4110,34,"married","primary"
4111,46,"married","tertiary"
4112,25,"single","secondary"
4113,49,"married","tertiary"
4114,59,"divorced","primary"
4115,57,"married","primary"
4116,27,"married","secondary"
4117,38,"married","secondary"
4118,41,"divorced","secondary"
4119,56,"married","secondary"
4120,37,"married","secondary"
4121,32,"married","secondary"
4122,47,"married","secondary"
4123,57,"married","tertiary"
4124,38,"single","tertiary"
4125,30,"married","secondary"
4126,43,"married","primary"
4127,35,"single","secondary"
4128,28,"single","secondary"
4129,38,"married","secondary"
4130,45,"married","primary"
4131,31,"single","secondary"
4132,38,"married","secondary"
4133,28,"single","tertiary"
4134,40,"married","primary"
4135,30,"married","secondary"
4136,47,"married","secondary"
4137,27,"single","tertiary"
4138,30,"single","secondary"
4139,53,"married","secondary"
4140,48,"married","primary"
4141,35,"single","secondary"
4142,38,"single","secondary"
4143,32,"married","unknown"
4144,53,"married","primary"
4145,25,"married","secondary"
4146,45,"married","tertiary"
4147,28,"single","secondary"
4148,30,"married","primary"
4149,31,"single","secondary"
4150,42,"married","primary"
4151,60,"married","unknown"
4152,28,"single","tertiary"
4153,46,"single","primary"
4154,40,"married","tertiary"
4155,32,"married","primary"
4156,56,"married","secondary"
4157,20,"married","primary"
4158,41,"single","secondary"
4159,48,"married","secondary"
4160,49,"married","primary"
4161,29,"single","tertiary"
4162,57,"divorced","secondary"
4163,49,"married","secondary"
4164,42,"single","primary"
4165,28,"married","secondary"
4166,31,"married","secondary"
4167,26,"married","secondary"
4168,29,"single","secondary"
4169,26,"single","secondary"
4170,31,"single","secondary"
4171,38,"married","secondary"
4172,45,"divorced","primary"
4173,24,"single","secondary"
4174,31,"single","secondary"
4175,40,"married","secondary"
4176,34,"divorced","secondary"
4177,24,"single","secondary"
4178,26,"single","secondary"
4179,29,"single","tertiary"
4180,30,"married","tertiary"
4181,61,"married","primary"
4182,26,"married","tertiary"
4183,31,"single","tertiary"
4184,28,"single","tertiary"
4185,31,"married","secondary"
4186,52,"divorced","tertiary"
4187,30,"single","secondary"
4188,32,"married","secondary"
4189,38,"single","tertiary"
4190,40,"married","secondary"
4191,38,"married","secondary"
4192,54,"married","secondary"
4193,42,"married","secondary"
4194,34,"divorced","tertiary"
4195,42,"married","tertiary"
4196,54,"divorced","primary"
4197,27,"married","secondary"
4198,31,"married","primary"
4199,34,"single","secondary"
4200,31,"married","secondary"
4201,27,"married","secondary"
4202,25,"married","secondary"
4203,20,"single","secondary"
4204,54,"divorced","secondary"
4205,30,"single","unknown"
4206,33,"married","secondary"
4207,22,"single","secondary"
4208,36,"married","unknown"
4209,44,"married","secondary"
4210,43,"married","secondary"
4211,44,"married","secondary"
4212,49,"single","tertiary"
4213,27,"married","secondary"
4214,45,"married","primary"
4215,41,"married","tertiary"
4216,28,"single","unknown"
4217,51,"married","unknown"
4218,49,"married","tertiary"
4219,42,"married","secondary"
4220,55,"married","secondary"
4221,41,"single","secondary"
4222,51,"single","tertiary"
4223,46,"married","secondary"
4224,41,"married","primary"
4225,32,"divorced","secondary"
4226,43,"single","tertiary"
4227,48,"married","primary"
4228,52,"married","secondary"
4229,29,"single","secondary"
4230,51,"divorced","secondary"
4231,48,"married","secondary"
4232,34,"married","secondary"
4233,52,"single","secondary"
4234,31,"married","secondary"
4235,41,"married","secondary"
4236,40,"single","secondary"
4237,51,"married","secondary"
4238,42,"married","unknown"
4239,31,"single","secondary"
4240,34,"married","primary"
4241,41,"married","secondary"
4242,43,"married","secondary"
4243,54,"married","secondary"
4244,47,"married","secondary"
4245,41,"married","primary"
4246,40,"married","tertiary"
4247,23,"single","secondary"
4248,48,"married","primary"
4249,36,"single","secondary"
4250,44,"divorced","tertiary"
4251,31,"single","secondary"
4252,32,"married","secondary"
4253,49,"married","secondary"
4254,23,"single","secondary"
4255,41,"married","secondary"
4256,52,"married","secondary"
4257,41,"married","tertiary"
4258,22,"married","secondary"
4259,60,"married","secondary"
4260,60,"married","unknown"
4261,35,"married","unknown"
4262,49,"married","primary"
4263,32,"single","secondary"
4264,45,"married","secondary"
4265,29,"single","tertiary"
4266,45,"married","tertiary"
4267,28,"single","tertiary"
4268,21,"single","unknown"
4269,31,"single","secondary"
4270,27,"divorced","secondary"
4271,43,"divorced","secondary"
4272,24,"single","unknown"
4273,28,"single","secondary"
4274,42,"divorced","tertiary"
4275,40,"married","secondary"
4276,42,"married","primary"
4277,31,"single","secondary"
4278,47,"married","primary"
4279,40,"divorced","secondary"
4280,31,"divorced","secondary"
4281,26,"divorced","secondary"
4282,52,"single","primary"
4283,31,"single","tertiary"
4284,44,"married","tertiary"
4285,27,"single","secondary"
4286,41,"married","unknown"
4287,28,"single","secondary"
4288,27,"married","secondary"
4289,34,"married","secondary"
4290,44,"married","secondary"
4291,36,"married","primary"
4292,37,"married","secondary"
4293,27,"single","primary"
4294,32,"single","secondary"
4295,31,"married","secondary"
4296,51,"married","tertiary"
4297,47,"divorced","secondary"
4298,23,"single","secondary"
4299,30,"single","tertiary"
4300,50,"married","secondary"
4301,52,"married","secondary"
4302,34,"single","secondary"
4303,28,"married","secondary"
4304,28,"single","secondary"
4305,57,"married","secondary"
4306,31,"single","tertiary"
4307,35,"married","tertiary"
4308,49,"married","tertiary"
4309,32,"married","secondary"
4310,28,"married","unknown"
4311,51,"single","tertiary"
4312,32,"married","primary"
4313,37,"divorced","tertiary"
4314,55,"married","secondary"
4315,27,"single","secondary"
4316,49,"single","tertiary"
4317,22,"single","secondary"
4318,36,"divorced","secondary"
4319,46,"divorced","secondary"
4320,57,"married","secondary"
4321,55,"divorced","secondary"
4322,34,"married","secondary"
4323,44,"married","primary"
4324,45,"married","tertiary"
4325,30,"married","secondary"
4326,30,"single","tertiary"
4327,45,"married","secondary"
4328,34,"divorced","secondary"
4329,41,"married","secondary"
4330,45,"married","unknown"
4331,46,"divorced","unknown"
4332,37,"married","tertiary"
4333,45,"married","secondary"
4334,42,"married","primary"
4335,49,"married","secondary"
4336,54,"married","secondary"
4337,60,"married","secondary"
4338,24,"single","secondary"
4339,43,"married","primary"
4340,49,"married","tertiary"
4341,45,"married","unknown"
4342,54,"divorced","secondary"
4343,39,"married","tertiary"
4344,23,"single","unknown"
4345,48,"divorced","secondary"
4346,38,"married","secondary"
4347,44,"single","tertiary"
4348,53,"single","primary"
4349,28,"married","secondary"
4350,38,"single","tertiary"
4351,27,"single","secondary"
4352,25,"married","secondary"
4353,35,"married","secondary"
4354,31,"married","primary"
4355,40,"married","primary"
4356,27,"single","secondary"
4357,53,"married","tertiary"
4358,32,"divorced","tertiary"
4359,37,"single","secondary"
4360,37,"married","primary"
4361,47,"married","unknown"
4362,36,"divorced","tertiary"
4363,52,"married","secondary"
4364,52,"married","unknown"
4365,50,"married","unknown"
4366,45,"married","secondary"
4367,52,"married","primary"
4368,23,"married","primary"
4369,44,"married","secondary"
4370,27,"single","secondary"
4371,57,"married","secondary"
4372,48,"married","primary"
4373,51,"married","unknown"
4374,53,"married","primary"
4375,46,"married","primary"
4376,49,"single","secondary"
4377,30,"single","tertiary"
4378,41,"married","primary"
4379,42,"married","tertiary"
4380,34,"married","secondary"
4381,44,"married","primary"
4382,34,"married","primary"
4383,28,"single","secondary"
4384,31,"single","secondary"
4385,48,"single","secondary"
4386,38,"divorced","tertiary"
4387,38,"single","tertiary"
4388,32,"divorced","tertiary"
4389,33,"married","secondary"
4390,41,"single","secondary"
4391,33,"single","secondary"
4392,37,"married","tertiary"
4393,55,"divorced","secondary"
4394,32,"single","secondary"
4395,33,"single","tertiary"
4396,54,"married","tertiary"
4397,39,"single","secondary"
4398,60,"married","unknown"
4399,30,"married","secondary"
4400,34,"single","secondary"
4401,57,"married","tertiary"
4402,36,"married","secondary"
4403,39,"married","secondary"
4404,38,"married","secondary"
4405,37,"divorced","tertiary"
4406,36,"married","tertiary"
4407,39,"married","secondary"
4408,35,"married","secondary"
4409,47,"married","secondary"
4410,37,"married","tertiary"
4411,39,"married","secondary"
4412,35,"married","secondary"
4413,32,"divorced","primary"
4414,30,"single","tertiary"
4415,38,"single","primary"
4416,35,"divorced","secondary"
4417,31,"married","secondary"
4418,35,"married","secondary"
4419,38,"married","tertiary"
4420,34,"married","secondary"
4421,30,"single","tertiary"
4422,31,"divorced","secondary"
4423,54,"married","secondary"
4424,40,"married","secondary"
4425,35,"married","secondary"
4426,35,"single","secondary"
4427,29,"single","secondary"
